"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"AndCondition";"";"";"";"";""
"";"AndCondition to Class (as conditionType)";"";"";"";""
"";"AndCondition to ClassString (as conditionType)";"";"";"";""
"";"AndCondition to ExternalClass (as conditionType)";"";"";"";""
"";"AndCondition to ExternalOwlClass (as conditionType)";"";"";"";""
"Condition";"";"";"";"";""
"";"Condition to Classification (as classifiedAs)";"";"";"";""
"";"Condition to Class (as conditionType)";"";"";"";""
"";"Condition to ClassString (as conditionType)";"";"";"";""
"";"Condition to ExternalClass (as conditionType)";"";"";"";""
"";"Condition to ExternalOwlClass (as conditionType)";"";"";"";""
"";"Condition to CharacterString (as description)";"";"";"";""
"";"Condition to Descriptor (as description)";"";"";"";""
"";"Condition to DescriptorSet (as description)";"";"";"";""
"";"Condition to LocalizedString (as description)";"";"";"";""
"";"Condition to TranslatedStringSet (as description)";"";"";"";""
"";"Condition to Identifier (as id)";"";"";"";""
"";"Condition to IdentifierSet (as id)";"";"";"";""
"";"Condition to IdentifierString (as id)";"";"";"";""
"";"Condition to Activity (as parameters)";"";"";"";""
"";"Condition to ActivityAssignment (as parameters)";"";"";"";""
"";"Condition to ActivityMethod (as parameters)";"";"";"";""
"";"Condition to ActivityMethodAssignment (as parameters)";"";"";"";""
"";"Condition to AddressAssignment (as parameters)";"";"";"";""
"";"Condition to Approval (as parameters)";"";"";"";""
"";"Condition to ApprovalAssignment (as parameters)";"";"";"";""
"";"Condition to Breakdown (as parameters)";"";"";"";""
"";"Condition to BreakdownElement (as parameters)";"";"";"";""
"";"Condition to BreakdownElementVersion (as parameters)";"";"";"";""
"";"Condition to BreakdownElementView (as parameters)";"";"";"";""
"";"Condition to BreakdownElementViewRelationship (as parameters)";"";"";"";""
"";"Condition to BreakdownVersion (as parameters)";"";"";"";""
"";"Condition to BreakdownVersionAssignment (as parameters)";"";"";"";""
"";"Condition to CertificationAssignment (as parameters)";"";"";"";""
"";"Condition to Classification (as parameters)";"";"";"";""
"";"Condition to Condition (as parameters)";"";"";"";""
"";"Condition to ConditionAssignment (as parameters)";"";"";"";""
"";"Condition to ConditionParameter (as parameters)";"";"";"";""
"";"Condition to ConditionRelationship (as parameters)";"";"";"";""
"";"Condition to ContractAssignment (as parameters)";"";"";"";""
"";"Condition to DateAndPersonAssignment (as parameters)";"";"";"";""
"";"Condition to DateTimeAssignment (as parameters)";"";"";"";""
"";"Condition to DateTimeString (as parameters)";"";"";"";""
"";"Condition to Descriptor (as parameters)";"";"";"";""
"";"Condition to Document (as parameters)";"";"";"";""
