"BO";"Attribute";"ARM Element";"Source";"Rules";"Reference path"
"ActuatedPair";"";"";"";"";""
"";"ActuatedPair to ActuatedDirectionEnum (as rx)";"";"";"";""
"";"ActuatedPair to ActuatedDirectionEnum (as ry)";"";"";"";""
"";"ActuatedPair to ActuatedDirectionEnum (as rz)";"";"";"";""
"";"ActuatedPair to ActuatedDirectionEnum (as tx)";"";"";"";""
"";"ActuatedPair to ActuatedDirectionEnum (as ty)";"";"";"";""
"";"ActuatedPair to ActuatedDirectionEnum (as tz)";"";"";"";""
"HighOrderKinematicPair";"";"";"";"";""
"";"HighOrderKinematicPair to Curve (as curveOrSurface1)";"";"";"";""
"";"HighOrderKinematicPair to Surface (as curveOrSurface1)";"";"";"";""
"";"HighOrderKinematicPair to Curve (as curveOrSurface2)";"";"";"";""
"";"HighOrderKinematicPair to Surface (as curveOrSurface2)";"";"";"";""
"";"HighOrderKinematicPair to HighOrderKinematicPairTypeEnum (as kind)";"";"";"";""
"";"HighOrderKinematicPair to PlaneAngleMeasure (as lowerLimitPitch)";"";"";"";""
"";"HighOrderKinematicPair to PlaneAngleMeasure (as lowerLimitRoll)";"";"";"";""
"";"HighOrderKinematicPair to PlaneAngleMeasure (as lowerLimitYaw)";"";"";"";""
"";"HighOrderKinematicPair to ExternalGeometricModel (as model1)";"";"";"";""
"";"HighOrderKinematicPair to ExternalGeometricModel (as model2)";"";"";"";""
"";"orientation";"";"";"";""
"";"HighOrderKinematicPair to RectangularTrimmedSurface (as range1)";"";"";"";""
"";"HighOrderKinematicPair to TrimmedCurve (as range1)";"";"";"";""
"";"HighOrderKinematicPair to RectangularTrimmedSurface (as range2)";"";"";"";""
"";"HighOrderKinematicPair to TrimmedCurve (as range2)";"";"";"";""
"";"HighOrderKinematicPair to PlaneAngleMeasure (as upperLimitPitch)";"";"";"";""
"";"HighOrderKinematicPair to PlaneAngleMeasure (as upperLimitRoll)";"";"";"";""
"";"HighOrderKinematicPair to PlaneAngleMeasure (as upperLimitYaw)";"";"";"";""
"InterpolatedConfigurationModel";"";"";"";"";""
"";"InterpolatedConfigurationModel to null (as items)";"";"";"";""
"";"InterpolatedConfigurationModel to Unit (as parameterUnit)";"";"";"";""
"InterpolatedConfigurationSegment";"";"";"";"";""
"";"InterpolatedConfigurationSegment to InterpolationTypeEnum (as interpolation)";"";"";"";""
"";"InterpolatedConfigurationSegment to MechanismState (as state)";"";"";"";""
"";"InterpolatedConfigurationSegment to ParameterValue (as tParameter)";"";"";"";""
"InterpolatedConfigurationSequence";"";"";"";"";""
"";"InterpolatedConfigurationSequence to InterpolatedConfigurationSegment (as segments)";"";"";"";""
"KinematicLink";"";"";"";"";""
"";"KinematicLink to AxisPlacement (as items)";"";"";"";""
"";"KinematicLink to ExternalGeometricModel (as ofModel)";"";"";"";""
"KinematicLinkToOccurrenceAssociation";"";"";"";"";""
"";"KinematicLinkToOccurrenceAssociation to KinematicLink (as associatedLink)";"";"";"";""
"";"KinematicLinkToOccurrenceAssociation to AssemblyOccurrenceRelationship (as associatedTo)";"";"";"";""
"KinematicMechanismAssociation";"";"";"";"";""
"";"KinematicMechanismAssociation to Mechanism (as associatedMechanism)";"";"";"";""
"";"KinematicMechanismAssociation to AssemblyDefinition (as associatedTo)";"";"";"";""
"";"KinematicMechanismAssociation to KinematicLink (as baseLink)";"";"";"";""
"KinematicPair";"";"";"";"";""
"";"KinematicPair to ActuatedPair (as actuation)";"";"";"";""
"";"KinematicPair to KinematicLink (as link1)";"";"";"";""
"";"KinematicPair to KinematicLink (as link2)";"";"";"";""
"";"KinematicPair to AxisPlacement (as pairFrame1)";"";"";"";""
"";"KinematicPair to AxisPlacement (as pairFrame2)";"";"";"";""
"KinematicPairValue";"";"";"";"";""
"";"KinematicPairValue to PointOnCurve (as actualPointOnCurve1)";"";"";"";""
"";"KinematicPairValue to PointOnCurve (as actualPointOnCurve2)";"";"";"";""
"";"KinematicPairValue to PointOnSurface (as actualPointOnSurface1)";"";"";"";""
"";"KinematicPairValue to PointOnSurface (as actualPointOnSurface2)";"";"";"";""
"";"KinematicPairValue to RotationAboutAxes (as actualRotation)";"";"";"";""
"";"KinematicPairValue to RotationAboutDirection (as actualRotation)";"";"";"";""
"";"KinematicPairValue to TranslationAlongAxes (as actualTranslation)";"";"";"";""
"";"KinematicPairValue to KinematicPair (as appliesToPair)";"";"";"";""
"LowOrderKinematicPair";"";"";"";"";""
"";"LowOrderKinematicPair to LowOrderKinematicPairTypeEnum (as kind)";"";"";"";""
"";"LowOrderKinematicPair to PlaneAngleMeasure (as lowerLimitActualRotationX)";"";"";"";""
